,time,measurement,value
199,1641920648.7461843,V,7.748624801635742
200,1641920648.847418,state_est_mean,"[-1.8108283281326294, 0.3952682316303253, -1.4429491758346558]"
201,1641920648.847418,state_est_cov,"[[3.233215829823166e-05, 2.9669972718693316e-05, 5.8736481150845066e-05], [2.966997453768272e-05, 5.140115899848752e-05, 7.104319956852123e-05], [5.873647387488745e-05, 7.104319229256362e-05, 0.0025347645860165358]]"
202,1641920648.847418,control_command,"[0.04357222467660904, -2.240072727203369]"
203,1641920648.847418,V,7.753492832183838
204,1641920648.947997,state_est_mean,"[-1.8050240278244019, 0.3901771605014801, -1.6502729654312134]"
205,1641920648.947997,state_est_cov,"[[3.234270843677223e-05, 2.9521152100642212e-05, 5.506950765266083e-05], [2.9521153919631615e-05, 5.124485687701963e-05, 6.341418338706717e-05], [5.5069504014682025e-05, 6.341417611110955e-05, 0.0025482773780822754]]"
206,1641920648.947997,control_command,"[0.05013776943087578, -2.135753870010376]"
207,1641920648.947997,V,7.761678695678711
208,1641920649.0434165,state_est_mean,"[-1.8022044897079468, 0.38626861572265625, -1.849172592163086]"
209,1641920649.0434165,state_est_cov,"[[3.240739897591993e-05, 2.940881677204743e-05, 5.2136492740828544e-05], [2.9408820410026237e-05, 5.122579023009166e-05, 5.56873892492149e-05], [5.2136492740828544e-05, 5.568738197325729e-05, 0.0025608069263398647]]"
210,1641920649.0434165,control_command,"[0.06254199147224426, -1.8773484230041504]"
211,1641920649.0434165,V,7.764859199523926
212,1641920649.1474917,state_est_mean,"[-1.8047804832458496, 0.38249272108078003, -2.0189692974090576]"
213,1641920649.1474917,state_est_cov,"[[3.246070627938025e-05, 2.9339016691665165e-05, 4.989216540707275e-05], [2.933901851065457e-05, 5.128384873387404e-05, 4.7374775022035465e-05], [4.989216904505156e-05, 4.7374775022035465e-05, 0.0025693082716315985]]"
214,1641920649.1474917,control_command,"[0.0779288187623024, -1.3859354257583618]"
215,1641920649.1474917,V,7.746957778930664
216,1641920649.2470877,state_est_mean,"[-1.8052897453308105, 0.37312474846839905, -2.1340177059173584]"
217,1641920649.2470877,state_est_cov,"[[3.2416650356026366e-05, 2.9304965210030787e-05, 4.774114131578244e-05], [2.9304965210030787e-05, 5.144891474628821e-05, 3.8247177144512534e-05], [4.774114495376125e-05, 3.8247177144512534e-05, 0.002570179058238864]]"
218,1641920649.2470877,control_command,"[0.08669485151767731, -0.9220256805419922]"
219,1641920649.2470877,V,7.723814964294434
220,1641920649.3475592,state_est_mean,"[-1.8109129667282104, 0.36101216077804565, -2.2179336547851562]"
221,1641920649.3475592,state_est_cov,"[[3.236340853618458e-05, 2.9311639082152396e-05, 4.483900556806475e-05], [2.9311639082152396e-05, 5.190263254917227e-05, 2.9144348445697688e-05], [4.483900556806475e-05, 2.9144348445697688e-05, 0.0025638567749410868]]"
222,1641920649.3475592,control_command,"[0.09306757152080536, 0.013768291100859642]"
223,1641920649.3475592,V,7.678770542144775
224,1641920649.4473228,state_est_mean,"[-1.8149279356002808, 0.3543417155742645, -2.2009334564208984]"
225,1641920649.4473228,state_est_cov,"[[3.2240513974102214e-05, 2.9420971259241924e-05, 4.148300286033191e-05], [2.942096944025252e-05, 5.271472764434293e-05, 2.078058969345875e-05], [4.14829992223531e-05, 2.0780593331437558e-05, 0.002551328856498003]]"
226,1641920649.4473228,control_command,"[0.09073235839605331, 0.5644792914390564]"
227,1641920649.4473228,V,7.655179500579834
